# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	876	1130	-	BEFGOD_00001		hypothetical protein	
contig_3	cds	407	964	+	BEFGOD_00002		hypothetical protein	
contig_4	cds	5	1894	+	BEFGOD_00003		hypothetical protein	PFAM:PF00005.33, PFAM:PF02463.25, PFAM:PF17755.6
contig_5	cds	153	968	+	BEFGOD_00004		hypothetical protein	
contig_5	cds	962	1672	+	BEFGOD_00005		RNA polymerase sigma-E factor	SO:0001217, UniRef:UniRef50_P06222
contig_5	cds	1774	2556	+	BEFGOD_00006		RNA polymerase sigma-G factor	SO:0001217, UniRef:UniRef50_P19940
contig_5	cds	2618	3151	+	BEFGOD_00007		hypothetical protein	PFAM:PF01520.23
contig_5	cds	3173	3403	+	BEFGOD_00008		PRC-barrel domain-containing protein	SO:0001217, UniRef:UniRef50_K8DZX8
contig_6	cds	104	442	+	BEFGOD_00009		FtsX-like permease family protein	SO:0001217, UniRef:UniRef50_UPI002F3E5170
contig_6	cds	526	1044	+	BEFGOD_00010		hypothetical protein	PFAM:PF02915.23
contig_7	cds	525	1337	-	BEFGOD_00011		hypothetical protein	PFAM:PF02826.25, PFAM:PF16924.11
contig_7	cds	1520	2560	+	BEFGOD_00012		hypothetical protein	
contig_8	cds	551	1120	-	BEFGOD_00013		Thymidine kinase	SO:0001217, UniRef:UniRef50_A0A970VMN3
contig_8	cds	1230	1505	-	BEFGOD_00014		Polymerase beta nucleotidyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F3DMT2
contig_8	cds	1548	2387	-	BEFGOD_00015		Bro-N domain-containing protein	SO:0001217, UniRef:UniRef50_F3B0N5
contig_9	cds	10	657	+	BEFGOD_00016		hypothetical protein	
contig_9	cds	863	997	-	BEFGOD_00017		hypothetical protein	
contig_10	cds	158	625	+	BEFGOD_00018		hypothetical protein	
