ERR011347_MEGAHIT_TaxVamb_dRep.2	11
ERR011347_MEGAHIT_TaxVamb_dRep.43	11
ERR011348_MEGAHIT_MetaBinner_dRep.1	11
ERR011348_MEGAHIT_MetaBinner_dRep.6_sub	11
ERR011348_MEGAHIT_TaxVamb_dRep.10	11
ERR011348_MEGAHIT_TaxVamb_dRep.15_sub	11
ERR011348_MEGAHIT_TaxVamb_dRep.16	11
ERR011348_MEGAHIT_TaxVamb_dRep.20	11
ERR011348_MEGAHIT_TaxVamb_dRep.21	11
ERR011348_MEGAHIT_TaxVamb_dRep.44	11
ERR011348_MEGAHIT_TaxVamb_dRep.5	11
ERR011348_MEGAHIT_TaxVamb_dRep.6_sub	11
ERR011349_MEGAHIT_TaxVamb_dRep.1	11
ERR011349_MEGAHIT_TaxVamb_dRep.2	11
