# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	5	286	+	MFADOM_00001		hypothetical protein	
contig_1	cds	487	1641	+	MFADOM_00002		cysteine-S-conjugate beta-lyase	SO:0001217, UniRef:UniRef50_E6K1N8
contig_1	cds	1622	2407	-	MFADOM_00003		hypothetical protein	PFAM:PF01625.27, PFAM:PF01641.26
contig_1	cds	2490	2669	+	MFADOM_00004		hypothetical protein	
contig_1	cds	2680	2955	+	MFADOM_00005		hypothetical protein	
contig_1	cds	2950	3222	-	MFADOM_00006		hypothetical protein	
contig_3	cds	195	317	+	MFADOM_00007		hypothetical protein	
contig_4	cds	305	976	+	MFADOM_00008		hypothetical protein	PFAM:PF05598.16
contig_4	cds	1088	1471	+	MFADOM_00009		hypothetical protein	
contig_4	cds	1505	1705	+	MFADOM_00010		hypothetical protein	PFAM:PF13751.12
contig_4	cds	1935	2348	+	MFADOM_00011		hypothetical protein	
contig_4	cds	2335	2526	-	MFADOM_00012		hypothetical protein	
contig_5	cds	550	1023	-	MFADOM_00013		hypothetical protein	
contig_6	cds	393	677	-	MFADOM_00014		hypothetical protein	
contig_6	cds	711	1061	-	MFADOM_00015		hypothetical protein	PFAM:PF01920.25
contig_6	cds	1124	1390	-	MFADOM_00016		hypothetical protein	
contig_6	cds	1387	1869	-	MFADOM_00017		hypothetical protein	
contig_6	cds	2056	2325	-	MFADOM_00018		hypothetical protein	
contig_6	cds	2532	3149	-	MFADOM_00019		hypothetical protein	PFAM:PF00478.31, PFAM:PF01070.24, PFAM:PF01207.24, PFAM:PF01645.23
contig_7	cds	523	1737	+	MFADOM_00020		Archaeal ATPase	SO:0001217, UniRef:UniRef50_A0A1C5QPH8
contig_7	cds	1914	3056	-	MFADOM_00021		hypothetical protein	PFAM:PF00266.25
contig_7	cds	3169	3843	+	MFADOM_00022		hypothetical protein	
contig_8	cds	1536	2315	+	MFADOM_00023		hypothetical protein	PFAM:PF01061.29
contig_9	cds	29	208	+	MFADOM_00024		hypothetical protein	
contig_9	cds	265	1350	-	MFADOM_00025		hypothetical protein	
contig_10	cds	56	814	+	MFADOM_00026		hypothetical protein	PFAM:PF00587.30
contig_11	cds	21	803	+	MFADOM_00027		hypothetical protein	
contig_11	cds	860	1510	+	MFADOM_00028		hypothetical protein	PFAM:PF02080.26, PFAM:PF02254.24, PFAM:PF13241.12
contig_11	cds	1512	2120	-	MFADOM_00029		hypothetical protein	PFAM:PF00753.33
contig_11	cds	2381	2788	-	MFADOM_00030		hypothetical protein	
contig_11	tRNA	2822	2897	-	MFADOM_00031	trnH	tRNA-His(gtg)	SO:0000262
contig_11	tRNA	2926	3008	-	MFADOM_00032	trnL	tRNA-Leu(tag)	SO:0000264
contig_12	cds	450	977	+	MFADOM_00033		hypothetical protein	PFAM:PF13240.11
contig_12	cds	967	1404	-	MFADOM_00034		hypothetical protein	PFAM:PF13420.13, PFAM:PF13508.13, PFAM:PF13673.13
contig_12	cds	1481	1867	+	MFADOM_00035		hypothetical protein	PFAM:PF03686.19
contig_12	cds	1953	2447	-	MFADOM_00036		hypothetical protein	
contig_12	cds	2514	2792	-	MFADOM_00037		hypothetical protein	
contig_13	cds	97	1125	-	MFADOM_00038		hypothetical protein	PFAM:PF00009.33, PFAM:PF03144.31, PFAM:PF09173.17
contig_14	cds	131	838	+	MFADOM_00039		hypothetical protein	
contig_15	cds	172	888	-	MFADOM_00040		hypothetical protein	
contig_15	cds	1019	1693	+	MFADOM_00041		hypothetical protein	
contig_16	cds	98	319	-	MFADOM_00042		hypothetical protein	
contig_17	cds	247	1203	+	MFADOM_00043		Glycosyltransferase 2-like domain-containing protein	SO:0001217, UniRef:UniRef50_G1WL89
contig_17	cds	1200	1871	-	MFADOM_00044		hypothetical protein	PFAM:PF00037.32, PFAM:PF02589.21, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13534.11
contig_18	cds	245	1084	-	MFADOM_00045		hypothetical protein	
contig_18	cds	1158	1781	-	MFADOM_00046		hypothetical protein	
contig_18	cds	1827	2900	-	MFADOM_00047		hypothetical protein	PFAM:PF14450.12
contig_18	cds	2903	3538	-	MFADOM_00048		hypothetical protein	
contig_18	cds	3883	4581	+	MFADOM_00049		hypothetical protein	
contig_18	cds	4626	5798	+	MFADOM_00050		hypothetical protein	
contig_18	cds	5837	6559	+	MFADOM_00051		hypothetical protein	PFAM:PF04203.18
contig_18	cds	6563	6931	+	MFADOM_00052		hypothetical protein	
contig_18	cds	7173	7559	-	MFADOM_00053		hypothetical protein	PFAM:PF01638.23
contig_18	cds	7640	8485	+	MFADOM_00054		hypothetical protein	
contig_19	cds	196	435	+	MFADOM_00055		hypothetical protein	
contig_19	cds	677	1498	-	MFADOM_00056		hypothetical protein	PFAM:PF00037.32, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11
contig_19	cds	1495	2133	-	MFADOM_00057		hypothetical protein	
contig_20	cds	128	850	+	MFADOM_00058		hypothetical protein	
contig_20	cds	1109	1306	+	MFADOM_00059		hypothetical protein	PFAM:PF00125.30, PFAM:PF00808.29, PFAM:PF02969.23, PFAM:PF15630.12
contig_21	cds	9	257	+	MFADOM_00060		hypothetical protein	
contig_21	cds	546	1310	-	MFADOM_00061		Short-chain dehydrogenase/reductase SDR	SO:0001217, UniRef:UniRef50_R7BQZ8
contig_22	cds	67	354	+	MFADOM_00062		hypothetical protein	
contig_22	cds	338	1435	+	MFADOM_00063		hypothetical protein	
