k79_85264	873
k79_60930	0
k79_48765	704
k79_73136	704
k79_85309	873
k79_36613	704
k79_12265	509
k79_12272	704
k79_48811	704
k79_102	704
k79_73213	704
k79_48818	0
k79_85408	509
k79_141	704
k79_144	704
k79_159	0
k79_36783	704
k79_85485	704
k79_73270	873
k79_85487	873
k79_48853	704
k79_61098	578
k79_36803	708
k79_36814	704
k79_12420	0
k79_36821	704
k79_73286	708
k79_85555	704
k79_36833	704
k79_85573	704
k79_226	704
k79_85588	0
k79_36843	708
k79_73331	509
k79_12500	704
k79_36863	704
k79_24651	509
k79_61183	578
k79_36886	704
k79_85613	704
k79_24660	0
k79_85619	704
k79_85623	0
k79_288	0
k79_12581	1302
k79_73399	704
k79_48988	704
k79_73401	509
k79_85635	0
k79_85638	0
k79_36985	704
k79_85663	509
k79_61244	0
k79_61268	0
k79_350	509
k79_85705	704
k79_37057	704
k79_49050	873
k79_73525	704
k79_61313	1302
k79_49062	0
k79_357	704
k79_61340	704
k79_24820	0
k79_37126	704
k79_73557	1302
k79_73560	509
k79_85791	578
k79_85808	708
k79_61406	0
k79_85818	704
k79_37233	704
k79_85856	0
k79_73679	0
k79_24930	704
k79_49177	704
k79_24950	704
k79_511	0
k79_37281	0
k79_37286	509
k79_12880	708
k79_12896	704
k79_24998	509
k79_73760	873
k79_12912	873
k79_73764	708
k79_73766	578
k79_49265	704
k79_25025	708
k79_594	0
k79_49267	708
k79_12933	704
k79_37362	0
k79_49272	509
k79_85967	0
k79_37367	708
k79_25050	873
k79_12955	873
k79_618	704
k79_85997	704
k79_61658	509
k79_12975	0
k79_73851	704
k79_86026	708
k79_61688	873
k79_61698	704
k79_25090	704
k79_61710	708
k79_73893	0
k79_86071	704
k79_37464	578
k79_49370	873
k79_13045	873
k79_37491	708
k79_61763	1302
k79_25173	704
k79_25174	0
k79_25194	704
k79_73999	509
k79_785	0
k79_61842	704
k79_25223	0
k79_25231	0
k79_49496	578
k79_803	708
k79_74038	509
k79_86184	509
k79_840	0
k79_74064	0
k79_25275	873
k79_13170	509
k79_860	708
k79_37663	704
k79_13173	0
k79_61913	704
k79_13218	704
k79_49604	704
k79_25343	704
k79_922	704
k79_13223	873
k79_49614	704
k79_61940	0
k79_74178	1302
k79_86275	708
k79_958	704
k79_61962	0
k79_86299	704
k79_1001	704
k79_86323	708
k79_74251	0
k79_62019	704
k79_74257	704
k79_1022	509
k79_74264	873
k79_86349	708
k79_49775	509
k79_1025	1302
k79_37880	0
k79_74284	704
k79_86388	0
k79_13414	0
k79_37909	704
k79_74310	704
k79_25533	704
k79_13436	873
k79_49854	704
k79_86420	0
k79_49874	708
k79_13467	708
k79_49876	873
k79_37977	509
k79_74356	0
k79_1121	873
k79_37997	0
k79_74361	509
k79_86471	0
k79_38029	704
k79_25612	0
k79_38044	704
k79_1177	704
k79_38045	509
k79_25625	509
k79_74384	509
k79_49960	509
k79_62187	704
k79_49962	0
k79_1220	0
k79_38102	704
k79_25697	0
k79_62228	0
k79_25732	1302
k79_1295	0
k79_38147	509
k79_25747	704
k79_38150	704
k79_86596	0
k79_38155	1302
k79_38164	509
k79_74558	873
k79_38173	0
k79_74574	509
k79_86622	704
k79_38179	509
k79_13674	704
k79_62292	509
k79_86637	0
k79_62306	704
k79_25828	704
k79_13738	0
k79_25852	873
k79_38291	509
k79_62322	873
k79_74676	704
k79_74679	509
k79_25881	509
k79_13814	704
k79_86719	704
k79_1474	0
k79_1485	509
k79_50172	509
k79_86765	704
k79_74809	708
k79_38450	873
k79_25951	708
k79_1578	873
k79_38493	509
k79_25981	704
k79_62508	0
k79_74897	509
k79_50263	0
k79_74940	704
k79_13964	704
k79_86877	708
k79_13983	704
k79_62586	704
k79_74962	509
k79_38578	708
k79_1716	704
k79_62603	509
k79_14029	0
k79_26096	708
k79_74988	509
k79_62634	0
k79_26107	704
k79_26109	0
k79_62651	0
k79_75028	704
k79_26128	0
k79_50395	704
k79_75059	704
k79_1789	509
k79_26150	0
k79_26154	1302
k79_62732	0
k79_38731	704
k79_1849	0
k79_1853	704
k79_75200	704
k79_38788	704
k79_1884	0
k79_1889	704
k79_75226	708
k79_1897	704
k79_1899	708
k79_26232	708
k79_50551	0
k79_50568	0
k79_14272	0
k79_62868	1302
k79_14282	873
k79_26264	704
k79_75285	0
k79_62902	873
k79_26313	0
k79_87221	0
k79_2041	704
k79_38959	509
k79_2092	704
k79_26368	704
k79_62978	509
k79_87269	0
k79_62993	708
k79_87275	873
k79_39021	704
k79_63004	704
k79_75376	873
k79_2129	873
k79_39051	704
k79_14454	704
k79_26416	0
k79_14473	704
k79_2149	509
k79_39077	0
k79_50780	0
k79_87334	578
k79_39090	873
k79_14496	704
k79_87345	704
k79_87346	0
k79_26495	708
k79_63088	509
k79_63089	708
k79_39183	704
k79_2278	704
k79_39199	708
k79_63153	0
k79_14634	704
k79_14646	509
k79_39250	0
k79_87468	704
k79_75564	873
k79_39289	704
k79_2399	708
k79_39301	704
k79_14715	704
k79_63232	509
k79_87524	873
k79_63265	704
k79_63274	704
k79_51045	704
k79_26670	0
k79_75680	873
k79_75682	0
k79_39377	509
k79_2486	0
k79_87587	0
k79_51073	0
k79_39392	704
k79_87601	578
k79_51090	578
k79_87629	704
k79_2545	0
k79_63348	708
k79_26711	708
k79_14884	873
k79_2551	0
k79_75760	873
