# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	21	1403	+	BJCDML_00001		hypothetical protein	PFAM:PF00133.28, PFAM:PF08264.19, PFAM:PF10458.14
contig_1	cds	1482	2696	-	BJCDML_00002		Glycoside hydrolase family 9 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I3QT62
contig_2	cds	329	826	+	BJCDML_00003		hypothetical protein	
contig_2	cds	1876	3441	+	BJCDML_00004		hypothetical protein	
contig_2	cds	3787	5604	-	BJCDML_00005		Beta-galactosidase	RefSeq:WP_117713643.1, SO:0001217, UniParc:UPI000E43FC46, UniRef:UniRef100_A0A414IFX6, UniRef:UniRef50_A0A174FQP3, UniRef:UniRef90_A0A174FQP3
contig_2	cds	5936	7426	-	BJCDML_00006		RagB/SusD domain-containing protein	KEGG:K21572, RefSeq:WP_005833916.1, SO:0001217, UniParc:UPI0001BEE988, UniRef:UniRef100_A0A174TFP1, UniRef:UniRef50_R9I4M1, UniRef:UniRef90_R9I4M1
contig_2	cds	7446	10607	-	BJCDML_00007	tonB	Putative TonB dependent outer membrane exported protein	RefSeq:WP_035447534.1, SO:0001217, UniParc:UPI0004D57DE6, UniRef:UniRef100_A0A414IFX9, UniRef:UniRef50_U2JAC9, UniRef:UniRef90_A0A174CI68
contig_2	cds	10903	12777	+	BJCDML_00008	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	GO:0002098, GO:0008033, KEGG:K03495, RefSeq:WP_005833918.1, SO:0001217, UniParc:UPI000268D906, UniRef:UniRef100_A0A396CQ61, UniRef:UniRef50_Q8A2N7, UniRef:UniRef90_E6SMW3
contig_3	cds	45	1511	+	BJCDML_00009		SusC/RagA family TonB-linked outer membrane protein	SO:0001217, UniRef:UniRef50_UPI0021D2DA7C
contig_3	cds	1527	3317	+	BJCDML_00010		RagB/SusD domain-containing protein	RefSeq:WP_117588504.1, SO:0001217, UniParc:UPI000E402FAE, UniRef:UniRef100_A0A414IH28, UniRef:UniRef50_K9DVX6, UniRef:UniRef90_R9HP61
contig_3	cds	3345	4280	+	BJCDML_00011		Lipoprotein	RefSeq:WP_117588503.1, SO:0001217, UniParc:UPI000E42902A, UniRef:UniRef100_A0A413XDY0, UniRef:UniRef50_K9EIX6, UniRef:UniRef90_A0A174JSB8
contig_3	cds	4293	5420	+	BJCDML_00012		chitinase	RefSeq:WP_016274290.1, SO:0001217, UniParc:UPI0003368544, UniRef:UniRef100_R9HNT2, UniRef:UniRef50_A0A174JR63, UniRef:UniRef90_A0A174JR63
contig_3	cds	5618	6877	+	BJCDML_00013		Porin subfamily	SO:0001217, UniParc:UPI000268DDE3, UniRef:UniRef100_A0A396CMP9, UniRef:UniRef50_A6LCW3, UniRef:UniRef90_A0A396CMP9
contig_3	cds	6958	8283	-	BJCDML_00014		Long-chain fatty acid transporter	KEGG:K06076, RefSeq:WP_005831520.1, SO:0001217, UniParc:UPI00015BF5A1, UniRef:UniRef100_A0A139K1Z1, UniRef:UniRef50_K9DXC9, UniRef:UniRef90_R9HWZ2
contig_3	cds	8518	9519	+	BJCDML_00015		4-phosphoerythronate dehydrogenase	RefSeq:WP_005832453.1, SO:0001217, UniParc:UPI0001BEED5B, UniRef:UniRef100_A0A174UJJ4, UniRef:UniRef50_E8LJ82, UniRef:UniRef90_E2NI87
contig_3	cds	9619	10323	+	BJCDML_00016		Pirin family protein	RefSeq:WP_005832454.1, SO:0001217, UniParc:UPI0001BEED5A, UniRef:UniRef100_A0A174UJ69, UniRef:UniRef50_A0A0P0GHQ9, UniRef:UniRef90_A0A174UJ69
contig_4	cds	81	623	+	BJCDML_00017		hypothetical protein	
contig_4	cds	811	3105	-	BJCDML_00018		histidine kinase	RefSeq:WP_057087042.1, SO:0001217, UniParc:UPI0006C01679, UniRef:UniRef100_A0A173Y498, UniRef:UniRef50_A0A139KFC4, UniRef:UniRef90_A0A139KGA7
